barcode,name,price_paise,mrp_paise,hsn_code,category_name,image_url,is_returnable
8903754000123,Gluco+ Strawberry Jelly Energy Drink (Tata),12627,14407,2202,beverages,https://images.openfoodfacts.org/images/products/890/375/400/0123/front_en.19.400.jpg,false
8901764022302,Fanta (Coca Cola),4341,4813,2202,beverages,https://images.openfoodfacts.org/images/products/890/176/402/2302/front_en.3.400.jpg,false
8901063146457,Britannia winking cow chocolate 180ml,14158,15193,2202,beverages,https://images.openfoodfacts.org/images/products/890/106/314/6457/front_en.36.400.jpg,false
8850389100691,Mogu Mogu Strawberry Juice (Sappe Public Company Limited),9716,10366,2202,beverages,https://images.openfoodfacts.org/images/products/885/038/910/0691/front_en.31.400.jpg,false
8901030985812,3 Roses Tea (Brooke Bond),3364,3815,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/098/5812/front_en.15.400.jpg,false
8906080600586,Paper Boat Lychee Drink,14513,15461,2202,beverages,https://images.openfoodfacts.org/images/products/890/608/060/0586/front_fr.3.400.jpg,false
8902346050454,Enerzal Zero Orange Flavour,3625,3982,2202,beverages,https://images.openfoodfacts.org/images/products/890/234/605/0454/front_en.3.400.jpg,false
8901262153607,Protein Lassi - Plain (Amul),1932,2112,2202,beverages,https://images.openfoodfacts.org/images/products/890/126/215/3607/front_en.7.400.jpg,false
8906082520004,Kapiva Wild Amla Juice,13777,15577,2202,beverages,https://images.openfoodfacts.org/images/products/890/608/252/0004/front_en.5.400.jpg,false
8902080002665,Tropicana Frutz,4393,4997,2202,beverages,https://images.openfoodfacts.org/images/products/890/208/000/2665/front_en.12.400.jpg,false
8901044600930,Rose Sharbat (Mapro),15041,16072,2202,beverages,https://images.openfoodfacts.org/images/products/890/104/460/0930/front_en.17.400.jpg,false
8901052005062,Tata Tea Agni,5408,5804,2202,beverages,https://images.openfoodfacts.org/images/products/890/105/200/5062/front_en.3.400.jpg,false
8902080334049,7Up Nimbooz,6754,7227,2202,beverages,https://images.openfoodfacts.org/images/products/890/208/033/4049/front_en.3.400.jpg,false
8901764012501,Coke Brand Coca Cola 2ltr,12783,13671,2202,beverages,https://images.openfoodfacts.org/images/products/890/176/401/2501/front_en.6.400.jpg,false
8904258700465,Raw Pressery Valencia Orange,14111,15815,2202,beverages,https://images.openfoodfacts.org/images/products/890/425/870/0465/front_en.5.400.jpg,false
8903754313056,Tata Gluco+ Orange,8558,9682,2202,beverages,https://images.openfoodfacts.org/images/products/890/375/431/3056/front_en.8.400.jpg,false
8909961306416,Dettol Original Soap 125g Pack 1,9179,10157,3401,personal-care,https://images.openfoodfacts.org/images/products/8909961306416/1.jpg,true
8903873159177,Dove Cream Beauty Bathing Bar Pack 2,11236,12597,3401,personal-care,https://images.openfoodfacts.org/images/products/8903873159177/1.jpg,true
8906574140338,Nivea Soft Light Cream Pack 3,12011,13674,3401,personal-care,https://images.openfoodfacts.org/images/products/8906574140338/1.jpg,true
8905797119428,Head & Shoulders Shampoo 340ml Pack 4,7337,7962,3401,personal-care,https://images.openfoodfacts.org/images/products/8905797119428/1.jpg,true
8901340347362,Colgate MaxFresh Toothpaste Pack 5,13494,14570,3401,personal-care,https://images.openfoodfacts.org/images/products/8901340347362/1.jpg,true
8902464728808,Garnier Men Face Wash Pack 6,28434,32261,3401,personal-care,https://images.openfoodfacts.org/images/products/8902464728808/1.jpg,true
8905405514362,Dettol Original Soap 125g Pack 7,13478,14671,3401,personal-care,https://images.openfoodfacts.org/images/products/8905405514362/1.jpg,true
8906984226394,Dove Cream Beauty Bathing Bar Pack 8,13346,14033,3401,personal-care,https://images.openfoodfacts.org/images/products/8906984226394/1.jpg,true
8904449669175,Nivea Soft Light Cream Pack 9,4432,4820,3401,personal-care,https://images.openfoodfacts.org/images/products/8904449669175/1.jpg,true
8902108002769,Head & Shoulders Shampoo 340ml Pack 10,23125,25080,3401,personal-care,https://images.openfoodfacts.org/images/products/8902108002769/1.jpg,true
8908279723069,Colgate MaxFresh Toothpaste Pack 11,24192,25965,3401,personal-care,https://images.openfoodfacts.org/images/products/8908279723069/1.jpg,true
8904376534485,Garnier Men Face Wash Pack 12,20604,23425,3401,personal-care,https://images.openfoodfacts.org/images/products/8904376534485/1.jpg,true
8904944416038,Dettol Original Soap 125g Pack 13,15914,17116,3401,personal-care,https://images.openfoodfacts.org/images/products/8904944416038/1.jpg,true
8909120914957,Dove Cream Beauty Bathing Bar Pack 14,16281,17531,3401,personal-care,https://images.openfoodfacts.org/images/products/8909120914957/1.jpg,true
8905169531711,Nivea Soft Light Cream Pack 15,13581,15438,3401,personal-care,https://images.openfoodfacts.org/images/products/8905169531711/1.jpg,true
8901633743857,Head & Shoulders Shampoo 340ml Pack 16,4734,5050,3401,personal-care,https://images.openfoodfacts.org/images/products/8901633743857/1.jpg,true
8901051492283,Colgate MaxFresh Toothpaste Pack 17,20993,23264,3401,personal-care,https://images.openfoodfacts.org/images/products/8901051492283/1.jpg,true
8901840205407,Garnier Men Face Wash Pack 18,13148,14186,3401,personal-care,https://images.openfoodfacts.org/images/products/8901840205407/1.jpg,true
8902675863442,Dettol Original Soap 125g Pack 19,12623,14272,3401,personal-care,https://images.openfoodfacts.org/images/products/8902675863442/1.jpg,true
8901050071144,Dove Cream Beauty Bathing Bar Pack 20,8434,9320,3401,personal-care,https://images.openfoodfacts.org/images/products/8901050071144/1.jpg,true
8904347741010,Nivea Soft Light Cream Pack 21,15153,16814,3401,personal-care,https://images.openfoodfacts.org/images/products/8904347741010/1.jpg,true
8904505142567,Head & Shoulders Shampoo 340ml Pack 22,19197,20529,3401,personal-care,https://images.openfoodfacts.org/images/products/8904505142567/1.jpg,true
8908606318586,Colgate MaxFresh Toothpaste Pack 23,6171,6704,3401,personal-care,https://images.openfoodfacts.org/images/products/8908606318586/1.jpg,true
8908661586975,Garnier Men Face Wash Pack 24,27867,31924,3401,personal-care,https://images.openfoodfacts.org/images/products/8908661586975/1.jpg,true
8906632029346,Dettol Original Soap 125g Pack 25,15420,17506,3401,personal-care,https://images.openfoodfacts.org/images/products/8906632029346/1.jpg,true
8901649300266,Dove Cream Beauty Bathing Bar Pack 26,24257,26884,3401,personal-care,https://images.openfoodfacts.org/images/products/8901649300266/1.jpg,true
8907544254109,Nivea Soft Light Cream Pack 27,19637,21499,3401,personal-care,https://images.openfoodfacts.org/images/products/8907544254109/1.jpg,true
8902469010465,Head & Shoulders Shampoo 340ml Pack 28,14920,17058,3401,personal-care,https://images.openfoodfacts.org/images/products/8902469010465/1.jpg,true
8906859893515,Colgate MaxFresh Toothpaste Pack 29,13996,15122,3401,personal-care,https://images.openfoodfacts.org/images/products/8906859893515/1.jpg,true
8905169183804,Garnier Men Face Wash Pack 30,28450,31418,3401,personal-care,https://images.openfoodfacts.org/images/products/8905169183804/1.jpg,true
8902594701610,Dettol Original Soap 125g Pack 31,15805,17201,3401,personal-care,https://images.openfoodfacts.org/images/products/8902594701610/1.jpg,true
8909483296424,Dove Cream Beauty Bathing Bar Pack 32,6835,7201,3401,personal-care,https://images.openfoodfacts.org/images/products/8909483296424/1.jpg,true
8902519897633,Nivea Soft Light Cream Pack 33,29994,33520,3401,personal-care,https://images.openfoodfacts.org/images/products/8902519897633/1.jpg,true
8904491839007,Head & Shoulders Shampoo 340ml Pack 34,25362,28897,3401,personal-care,https://images.openfoodfacts.org/images/products/8904491839007/1.jpg,true
8908761384433,Colgate MaxFresh Toothpaste Pack 35,20617,22209,3401,personal-care,https://images.openfoodfacts.org/images/products/8908761384433/1.jpg,true
8905197089666,Garnier Men Face Wash Pack 36,14636,15570,3401,personal-care,https://images.openfoodfacts.org/images/products/8905197089666/1.jpg,true
8907142165791,Dettol Original Soap 125g Pack 37,28996,32596,3401,personal-care,https://images.openfoodfacts.org/images/products/8907142165791/1.jpg,true
8904302448312,Dove Cream Beauty Bathing Bar Pack 38,27914,30832,3401,personal-care,https://images.openfoodfacts.org/images/products/8904302448312/1.jpg,true
8909200372295,Nivea Soft Light Cream Pack 39,27365,30401,3401,personal-care,https://images.openfoodfacts.org/images/products/8909200372295/1.jpg,true
8901959782394,Head & Shoulders Shampoo 340ml Pack 40,23142,24554,3401,personal-care,https://images.openfoodfacts.org/images/products/8901959782394/1.jpg,true
8907181629049,Colgate MaxFresh Toothpaste Pack 41,18814,21311,3401,personal-care,https://images.openfoodfacts.org/images/products/8907181629049/1.jpg,true
8909322995716,Garnier Men Face Wash Pack 42,22726,25227,3401,personal-care,https://images.openfoodfacts.org/images/products/8909322995716/1.jpg,true
8905908876950,Dettol Original Soap 125g Pack 43,32125,35060,3401,personal-care,https://images.openfoodfacts.org/images/products/8905908876950/1.jpg,true
8901742367289,Dove Cream Beauty Bathing Bar Pack 44,19169,20613,3401,personal-care,https://images.openfoodfacts.org/images/products/8901742367289/1.jpg,true
8902921645907,Nivea Soft Light Cream Pack 45,22439,24008,3401,personal-care,https://images.openfoodfacts.org/images/products/8902921645907/1.jpg,true
8909633139328,Head & Shoulders Shampoo 340ml Pack 46,30875,33493,3401,personal-care,https://images.openfoodfacts.org/images/products/8909633139328/1.jpg,true
8908436421401,Colgate MaxFresh Toothpaste Pack 47,31986,36049,3401,personal-care,https://images.openfoodfacts.org/images/products/8908436421401/1.jpg,true
8909911826414,Garnier Men Face Wash Pack 48,33174,37503,3401,personal-care,https://images.openfoodfacts.org/images/products/8909911826414/1.jpg,true
8904753844114,Dettol Original Soap 125g Pack 49,7916,8578,3401,personal-care,https://images.openfoodfacts.org/images/products/8904753844114/1.jpg,true
8907811716941,Dove Cream Beauty Bathing Bar Pack 50,13958,15341,3401,personal-care,https://images.openfoodfacts.org/images/products/8907811716941/1.jpg,true
8909688027113,Surf Excel Easy Wash 1kg Pack 1,15486,16807,3402,household,https://images.openfoodfacts.org/images/products/8909688027113/1.jpg,true
8909952453082,Vim Dishwash Gel 500ml Pack 2,15588,16899,3402,household,https://images.openfoodfacts.org/images/products/8909952453082/1.jpg,true
8905779543470,Harpic Power Plus Cleaner 1L Pack 3,5653,6131,3402,household,https://images.openfoodfacts.org/images/products/8905779543470/1.jpg,true
8905100859126,Colin Glass Cleaner 500ml Pack 4,14604,15806,3402,household,https://images.openfoodfacts.org/images/products/8905100859126/1.jpg,true
8908064476729,Dettol Disinfectant Spray Pack 5,32851,34934,3402,household,https://images.openfoodfacts.org/images/products/8908064476729/1.jpg,true
8906432599490,Comfort After Wash Fabric Conditioner Pack 6,9528,10396,3402,household,https://images.openfoodfacts.org/images/products/8906432599490/1.jpg,true
8904879847211,Surf Excel Easy Wash 1kg Pack 7,38984,42304,3402,household,https://images.openfoodfacts.org/images/products/8904879847211/1.jpg,true
8902199587251,Vim Dishwash Gel 500ml Pack 8,29957,33037,3402,household,https://images.openfoodfacts.org/images/products/8902199587251/1.jpg,true
8903588465136,Harpic Power Plus Cleaner 1L Pack 9,17204,18513,3402,household,https://images.openfoodfacts.org/images/products/8903588465136/1.jpg,true
8902945136504,Colin Glass Cleaner 500ml Pack 10,32887,36262,3402,household,https://images.openfoodfacts.org/images/products/8902945136504/1.jpg,true
8904576901759,Dettol Disinfectant Spray Pack 11,29511,32665,3402,household,https://images.openfoodfacts.org/images/products/8904576901759/1.jpg,true
8907225508637,Comfort After Wash Fabric Conditioner Pack 12,29054,31492,3402,household,https://images.openfoodfacts.org/images/products/8907225508637/1.jpg,true
8909948240924,Surf Excel Easy Wash 1kg Pack 13,14040,15812,3402,household,https://images.openfoodfacts.org/images/products/8909948240924/1.jpg,true
8901277410955,Vim Dishwash Gel 500ml Pack 14,13375,14866,3402,household,https://images.openfoodfacts.org/images/products/8901277410955/1.jpg,true
8908898767505,Harpic Power Plus Cleaner 1L Pack 15,19676,22402,3402,household,https://images.openfoodfacts.org/images/products/8908898767505/1.jpg,true
8904929201321,Colin Glass Cleaner 500ml Pack 16,24967,27583,3402,household,https://images.openfoodfacts.org/images/products/8904929201321/1.jpg,true
8901069312580,Dettol Disinfectant Spray Pack 17,22662,24864,3402,household,https://images.openfoodfacts.org/images/products/8901069312580/1.jpg,true
8909841369562,Comfort After Wash Fabric Conditioner Pack 18,16087,17065,3402,household,https://images.openfoodfacts.org/images/products/8909841369562/1.jpg,true
8903854766967,Surf Excel Easy Wash 1kg Pack 19,18056,19300,3402,household,https://images.openfoodfacts.org/images/products/8903854766967/1.jpg,true
8909074377846,Vim Dishwash Gel 500ml Pack 20,19017,20299,3402,household,https://images.openfoodfacts.org/images/products/8909074377846/1.jpg,true
8902766151588,Harpic Power Plus Cleaner 1L Pack 21,18746,20664,3402,household,https://images.openfoodfacts.org/images/products/8902766151588/1.jpg,true
8906857316498,Colin Glass Cleaner 500ml Pack 22,25248,28276,3402,household,https://images.openfoodfacts.org/images/products/8906857316498/1.jpg,true
8909785704054,Dettol Disinfectant Spray Pack 23,20337,22491,3402,household,https://images.openfoodfacts.org/images/products/8909785704054/1.jpg,true
8908136461592,Comfort After Wash Fabric Conditioner Pack 24,39539,43183,3402,household,https://images.openfoodfacts.org/images/products/8908136461592/1.jpg,true
8903448275875,Surf Excel Easy Wash 1kg Pack 25,34007,38642,3402,household,https://images.openfoodfacts.org/images/products/8903448275875/1.jpg,true
8905207900936,Vim Dishwash Gel 500ml Pack 26,39596,45173,3402,household,https://images.openfoodfacts.org/images/products/8905207900936/1.jpg,true
8903049390625,Harpic Power Plus Cleaner 1L Pack 27,16742,17592,3402,household,https://images.openfoodfacts.org/images/products/8903049390625/1.jpg,true
8901566717192,Colin Glass Cleaner 500ml Pack 28,36389,40068,3402,household,https://images.openfoodfacts.org/images/products/8901566717192/1.jpg,true
8908961233081,Dettol Disinfectant Spray Pack 29,5780,6220,3402,household,https://images.openfoodfacts.org/images/products/8908961233081/1.jpg,true
8904305204908,Comfort After Wash Fabric Conditioner Pack 30,26885,29904,3402,household,https://images.openfoodfacts.org/images/products/8904305204908/1.jpg,true
8905179842289,Surf Excel Easy Wash 1kg Pack 31,5857,6700,3402,household,https://images.openfoodfacts.org/images/products/8905179842289/1.jpg,true
8908549424955,Vim Dishwash Gel 500ml Pack 32,18926,19979,3402,household,https://images.openfoodfacts.org/images/products/8908549424955/1.jpg,true
8904468161223,Harpic Power Plus Cleaner 1L Pack 33,13889,15064,3402,household,https://images.openfoodfacts.org/images/products/8904468161223/1.jpg,true
8909981351649,Colin Glass Cleaner 500ml Pack 34,14013,15533,3402,household,https://images.openfoodfacts.org/images/products/8909981351649/1.jpg,true
8907280859866,Dettol Disinfectant Spray Pack 35,10956,12066,3402,household,https://images.openfoodfacts.org/images/products/8907280859866/1.jpg,true
8909506869499,Comfort After Wash Fabric Conditioner Pack 36,14497,16052,3402,household,https://images.openfoodfacts.org/images/products/8909506869499/1.jpg,true
8908461633350,Surf Excel Easy Wash 1kg Pack 37,16463,18878,3402,household,https://images.openfoodfacts.org/images/products/8908461633350/1.jpg,true
8904281817536,Vim Dishwash Gel 500ml Pack 38,26784,29651,3402,household,https://images.openfoodfacts.org/images/products/8904281817536/1.jpg,true
8908528028785,Harpic Power Plus Cleaner 1L Pack 39,11557,13041,3402,household,https://images.openfoodfacts.org/images/products/8908528028785/1.jpg,true
8908068798995,Colin Glass Cleaner 500ml Pack 40,16431,18198,3402,household,https://images.openfoodfacts.org/images/products/8908068798995/1.jpg,true
8904942431002,Dettol Disinfectant Spray Pack 41,6791,7288,3402,household,https://images.openfoodfacts.org/images/products/8904942431002/1.jpg,true
8901515780413,Comfort After Wash Fabric Conditioner Pack 42,36836,40887,3402,household,https://images.openfoodfacts.org/images/products/8901515780413/1.jpg,true
8907557564424,Surf Excel Easy Wash 1kg Pack 43,33482,36165,3402,household,https://images.openfoodfacts.org/images/products/8907557564424/1.jpg,true
8904110526691,Vim Dishwash Gel 500ml Pack 44,24697,27256,3402,household,https://images.openfoodfacts.org/images/products/8904110526691/1.jpg,true
8902395124212,Harpic Power Plus Cleaner 1L Pack 45,27168,28667,3402,household,https://images.openfoodfacts.org/images/products/8902395124212/1.jpg,true
8901161198631,Colin Glass Cleaner 500ml Pack 46,9123,9962,3402,household,https://images.openfoodfacts.org/images/products/8901161198631/1.jpg,true
8901569340755,Dettol Disinfectant Spray Pack 47,20025,22075,3402,household,https://images.openfoodfacts.org/images/products/8901569340755/1.jpg,true
8905508827611,Comfort After Wash Fabric Conditioner Pack 48,15688,16542,3402,household,https://images.openfoodfacts.org/images/products/8905508827611/1.jpg,true
8904649082552,Surf Excel Easy Wash 1kg Pack 49,24488,27963,3402,household,https://images.openfoodfacts.org/images/products/8904649082552/1.jpg,true
8907098682564,Vim Dishwash Gel 500ml Pack 50,14977,16344,3402,household,https://images.openfoodfacts.org/images/products/8907098682564/1.jpg,true
8901719125478,Parle-G gold 75g,6372,6812,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/912/5478/front_en.7.400.jpg,false
8901719101038,Parle - G,13791,14948,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/910/1038/front_en.20.400.jpg,false
8901123005403,Lotto Choco Pie With Rich Marshmallow (Lotte),2020,2303,1905,biscuits,https://images.openfoodfacts.org/images/products/890/112/300/5403/front_en.24.400.jpg,false
8901719117220,Parle Hide &seek 200g(30),6502,7341,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/911/7220/front_en.8.400.jpg,false
8901063017399,Britannia 5050 maska chaska (300g),17952,20607,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/7399/front_en.8.400.jpg,false
8901063155459,Tiger Krunch ChocoChips (Britannia),9571,10635,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/315/5459/front_en.11.400.jpg,false
8901063093355,Good Day Cashew Cookies Medium Pack 600g (Britannia),11596,13305,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/309/3355/front_en.3.400.jpg,false
8901063017702,50 50 Gol Maal (Britannia),17679,20031,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/7702/front_en.3.400.jpg,false
8996001312490,Mayora Malkist Chocolate Flavored Sandwich Cracker Biscuits,15208,16365,1905,biscuits,https://images.openfoodfacts.org/images/products/899/600/131/2490/front_en.14.400.jpg,false
8901063162600,Marie Gold (Britannia),13259,15228,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/316/2600/front_en.10.400.jpg,false
8901314717429,Papadopoulos caprice,6557,6938,1905,biscuits,https://images.openfoodfacts.org/images/products/890/131/471/7429/front_en.12.400.jpg,false
8901719135521,PARLE MARIE,7118,7812,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/5521/front_en.4.400.jpg,false
8901063139374,BOURBON (Britannia),8520,8954,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/313/9374/front_en.31.400.jpg,false
8906009803784,Dukes Waffy straberry,6520,7022,1905,biscuits,https://images.openfoodfacts.org/images/products/890/600/980/3784/front_en.3.400.jpg,false
8901063029316,brittania Jimjam pops (Britannia),12673,14151,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/302/9316/front_en.31.400.jpg,false
7622202225598,OREO,13663,15047,1905,biscuits,https://images.openfoodfacts.org/images/products/762/220/222/5598/front_en.5.400.jpg,false
8901725014988,sunfeast,2769,3063,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/501/4988/front_en.3.400.jpg,false
8901719135569,Parle m,3332,3801,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/5569/front_en.14.400.jpg,false
8901719135170,parle monaco 700g,6067,6823,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/5170/front_en.16.400.jpg,false
8909081003394,WOWZERS,17724,18939,1905,biscuits,https://images.openfoodfacts.org/images/products/890/908/100/3394/front_en.3.400.jpg,false
8901063142534,BRITANNIA nutri Choice,2019,2150,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/314/2534/front_en.12.400.jpg,false
8901719124143,ParleG gold 75 g,7106,7787,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/912/4143/front_en.8.400.jpg,false
8901063155442,Tiger Krunch ChocoChips (Britannia),10042,10664,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/315/5442/front_en.3.400.jpg,false
8901063142114,Britannia Nutri Choice Oats,4693,5061,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/314/2114/front_en.3.400.jpg,false
8901063142428,Nutri choice Digestive (Britania),4270,4726,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/314/2428/front_en.3.400.jpg,false
8908008674785,Wafer richeese (Nabati),7802,8636,1905,biscuits,https://images.openfoodfacts.org/images/products/890/800/867/4785/front_en.3.400.jpg,false
8901725004682,"farmlite oats & chocolate Cookies (ITC, Sunfeast)",14845,16220,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/500/4682/front_en.3.400.jpg,false
8901063142213,Britannia nutri choice 75g,11497,12275,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/314/2213/front_en.3.400.jpg,false
8901063016934,BRITANNIA 5050,13177,14231,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/6934/front_en.12.400.jpg,false
8901719117213,Parle HIDEGSEEK,11294,12640,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/911/7213/front_fr.15.400.jpg,false
8909081001185,Bounce Orange Cream Biscuit (Sunfeast),13299,14858,1905,biscuits,https://images.openfoodfacts.org/images/products/890/908/100/1185/front_en.3.400.jpg,false
8901063012752,BRITANNIA MiIk Biscuits,3924,4151,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/2752/front_en.6.400.jpg,false
7622202252396,OREO 30/-,3443,3628,1905,biscuits,https://images.openfoodfacts.org/images/products/762/220/225/2396/front_en.16.400.jpg,false
8901719135743,Parle G gold,2664,2923,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/5743/front_en.4.400.jpg,false
8901063014145,Vita Marie Gold (Britannia Industries Ltd),8245,8998,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/4145/front_en.10.400.jpg,false
8901063029262,Jim jam92 g (Britannia),17660,19015,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/302/9262/front_en.5.400.jpg,false
8906009079813,Choco Chip Cookies (Unibic),11367,12241,1905,biscuits,https://images.openfoodfacts.org/images/products/890/600/907/9813/front_en.3.400.jpg,false
0073935942400,"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",16266,18010,1905,biscuits,https://images.openfoodfacts.org/images/products/007/393/594/2400/front_en.5.400.jpg,false
8906009070636,Fruit & Nut Cookies (Unibic),6083,6795,1905,biscuits,https://images.openfoodfacts.org/images/products/890/600/907/0636/front_en.3.400.jpg,false
8906032019671,Nariyal Biscuits (Patanjali),6968,7442,1905,biscuits,https://images.openfoodfacts.org/images/products/890/603/201/9671/front_en.18.400.jpg,false
8901063012660,Milk Bikis (Britannia),7941,8856,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/301/2660/front_en.10.400.jpg,false
8901725013004,"Marie light family pack (ITC, Sunfeast)",3549,3939,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/501/3004/front_en.3.400.jpg,false
8901725016562,"Sunfeast 5-grain Digestive (ITC, Sunfeast)",14586,16471,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/501/6562/front_en.3.400.jpg,false
8901725017552,Sunfeast Nice,13792,15435,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/501/7552/front_en.9.400.jpg,false
8909081000300,Dark Fantasy Sandwich Crème Vanilla Flavoured Crème (Sunfeast),16820,17930,1905,biscuits,https://images.openfoodfacts.org/images/products/890/908/100/0300/front_en.3.400.jpg,false
8901725015428,Sunfeast marie light Vita Orange (sunfest),13547,14692,1905,biscuits,https://images.openfoodfacts.org/images/products/890/172/501/5428/front_en.5.400.jpg,false
8901719134975,Parle Marie 800g,15741,16941,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/4975/front_en.5.400.jpg,false
8901063033689,Britaninia Treat Choco Creme Biscuits,15493,16633,1905,biscuits,https://images.openfoodfacts.org/images/products/890/106/303/3689/front_en.3.400.jpg,false
8901719135316,Krack jack (Parle),3182,3532,1905,biscuits,https://images.openfoodfacts.org/images/products/890/171/913/5316/front_en.3.400.jpg,false
8906188960032,unibic fruit and nut cookies,17105,18002,1905,biscuits,https://images.openfoodfacts.org/images/products/890/618/896/0032/front_en.9.400.jpg,false
8901071704496,HERSHEY KISSes (SHARES),12736,13838,1806,chocolates,https://images.openfoodfacts.org/images/products/890/107/170/4496/front_en.17.400.jpg,false
8906143890527,Sea Salt Dark Chocolate (The Whole Truth),24162,25592,1806,chocolates,https://images.openfoodfacts.org/images/products/890/614/389/0527/front_en.4.400.jpg,false
8907065117532,Milk Compound Chips (Puramate),7042,7573,1806,chocolates,https://images.openfoodfacts.org/images/products/890/706/511/7532/front_en.5.400.jpg,false
7622202334511,PERK (Cadbury),20984,22039,1806,chocolates,https://images.openfoodfacts.org/images/products/762/220/233/4511/front_en.35.400.jpg,false
8906143890503,Orange Dark Chocolate (The Whole Truth),14815,15952,1806,chocolates,https://images.openfoodfacts.org/images/products/890/614/389/0503/front_en.3.400.jpg,false
8901058024401,KiKat,3733,3926,1806,chocolates,https://images.openfoodfacts.org/images/products/890/105/802/4401/front_en.3.400.jpg,false
6945016062403,Amul chocominis,18320,20857,1806,chocolates,https://images.openfoodfacts.org/images/products/694/501/606/2403/front_en.3.400.jpg,false
8920068534038,WOFELLE TASTE OF COCONUT,16864,18924,1806,chocolates,https://images.openfoodfacts.org/images/products/892/006/853/4038/front_en.3.400.jpg,false
8901262071208,"Amul Probiotic Chocolate, 150g",12821,13970,1806,chocolates,https://images.openfoodfacts.org/images/products/890/126/207/1208/front_en.3.400.jpg,false
8938506900857,Dark Chocolate Signature Hoi An (Alluvia Chocolatier),24558,26729,1806,chocolates,https://images.openfoodfacts.org/images/products/893/850/690/0857/front_en.3.400.jpg,false
7622202846816,Cadbury Fuse,12230,13474,1806,chocolates,https://images.openfoodfacts.org/images/products/762/220/284/6816/front_en.14.400.jpg,false
8906091685053,Dark Chocolate 87% (Paul and Mike),12786,14597,1806,chocolates,https://images.openfoodfacts.org/images/products/890/609/168/5053/front_en.3.400.jpg,false
8901058028959,Milkybar (Nestlé),12732,14456,1806,chocolates,https://images.openfoodfacts.org/images/products/890/105/802/8959/front_en.3.400.jpg,false
8904192222788,"Chocolate (Hazel Twirl, Thoughtful)",20541,22951,1806,chocolates,https://images.openfoodfacts.org/images/products/890/419/222/2788/front_en.3.400.jpg,false
7622202823862,Cadbury Bournville Intense Orange 70%,12577,14415,1806,chocolates,https://images.openfoodfacts.org/images/products/762/220/282/3862/front_en.3.400.jpg,false
8901071705646,Milk Chocolate (Hershey's),19415,21983,1806,chocolates,https://images.openfoodfacts.org/images/products/890/107/170/5646/front_en.6.400.jpg,false
8901058029949,Milkybar (Nestlé),7853,8889,1806,chocolates,https://images.openfoodfacts.org/images/products/890/105/802/9949/front_en.3.400.jpg,false
7622202820823,Fuse (Cadbury),12934,14103,1806,chocolates,https://images.openfoodfacts.org/images/products/762/220/282/0823/front_en.3.400.jpg,false
7622202326141,Dairy milk,7347,8055,1806,chocolates,https://images.openfoodfacts.org/images/products/762/220/232/6141/front_en.3.400.jpg,false
8901071705585,Choco tubes (Hershey's),7502,8315,1806,chocolates,https://images.openfoodfacts.org/images/products/890/107/170/5585/front_en.3.400.jpg,false
8904083321743,Capella Dark Chocolate 55% Fruit & Nut (Milky Mist),12502,14264,1806,chocolates,https://images.openfoodfacts.org/images/products/890/408/332/1743/front_en.3.400.jpg,false
8901713265132,Cadbury Dairy Milk Silk 150g Pack 1,3969,4553,1806,chocolates,https://images.openfoodfacts.org/images/products/8901713265132/1.jpg,false
8901540665563,KitKat 4-Finger Wafer Pack 2,4130,4390,1806,chocolates,https://images.openfoodfacts.org/images/products/8901540665563/1.jpg,false
